Berth Name,Terminal Name,Time At Berth,Time At Port,Vessel Type - Generic,Commercial Market,Voyage Distance Travelled,Voyage Speed Average,Year of build,Voyage Origin Port,Flag,Gross tonnage,Deadweight,Length,Breadth
2,Oil and Products Terminal,0.5,801.2,Tug,SUPPORTING VESSELS,4.0,4.6,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
2,Oil and Products Terminal,0.9,22.2,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,5.3,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
2,Oil and Products Terminal,0.9,22.3,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,5.4,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
2,Oil and Products Terminal,0.9,4.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.7,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
6,Oil and Products Terminal,20.0,20.5,Oil/Chemical Tanker,WET BULK,462.0,9.9,2010,PORTO SANTO,Liberia,5581 tons,7304 tons,101 m,19 m
1B,Multi Purpose Terminal,0.1,10.4,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.4,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
3,Multi Purpose Terminal,0.9,10.4,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.4,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Sines LNG,REN Atlantico Terminal LNG,0.3,1.9,Tug,SUPPORTING VESSELS,3.0,5.0,1979,SINES ANCH,Portugal,249 tons,189 tons,28 m,9 m
Sines LNG,REN Atlantico Terminal LNG,1.0,4.5,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.0,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
Sines LNG,REN Atlantico Terminal LNG,0.8,4.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.7,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
Sines LNG,REN Atlantico Terminal LNG,24.8,25.5,LNG Tanker,LNG CARRIERS,3772.0,15.9,2004,BONNY,Bermuda,115993 tons,79633 tons,288 m,48 m
Container,Container Terminal XXI,0.5,0.9,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,7.2,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,20.9,21.2,"Inland, Container Vessel",CONTAINER SHIPS,605.0,12.0,2005,GIJON,Marshall Islands,25756 tons,33074 tons,207 m,29 m
Container,Container Terminal XXI,0.6,0.9,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.6,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,13.5,13.7,Container Ship,CONTAINER SHIPS,1587.0,11.3,2008,LE HAVRE,Panama,66399 tons,73262 tons,277 m,40 m
Container,Container Terminal XXI,0.6,0.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,9.4,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
6,Oil and Products Terminal,7.0,7.4,Oil Products Tanker,WET BULK,3.0,7.4,2007,LISBOA,Spain,4969 tons,6850 tons,99 m,18 m
Container,Container Terminal XXI,0.6,1.0,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.8,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,21.0,21.4,Container Ship,CONTAINER SHIPS,686.0,11.8,2006,VALENCIA,Liberia,89941 tons,102762 tons,334 m,42 m
3,Oil and Products Terminal,0.2,26.2,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.5,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
3,Oil and Products Terminal,52.6,53.0,Oil/Chemical Tanker,WET BULK,461.0,6.9,2007,LEIXOES,Italy,13472 tons,19991 tons,149 m,23 m
Container,Container Terminal XXI,2.5,3.2,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,8.8,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
1B,Multi Purpose Terminal,1.5,2.5,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.5,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
5,Oil and Products Terminal,0.3,2.5,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.5,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
5,Oil and Products Terminal,26.3,26.7,Oil Products Tanker,WET BULK,671.0,11.4,2009,TENERIFE,Malta,27015 tons,47302 tons,183 m,32 m
7,Oil and Products Terminal,48.0,48.6,LPG Tanker,LPG CARRIERS,1598.0,11.0,2015,KAARSTO,Marshall Islands,4748 tons,5158 tons,99 m,17 m
Container,Container Terminal XXI,9.1,9.5,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,8.8,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
2,Multi Purpose Terminal,0.2,9.9,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.1,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
2,Oil and Products Terminal,1.5,39.5,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.9,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
2,Oil and Products Terminal,1.4,9.9,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.1,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
2,Oil and Products Terminal,44.5,44.9,Crude Oil Tanker,WET BULK,4344.0,11.8,2015,GEBIG,Brazil,81429 tons,157055 tons,274 m,48 m
Container,Container Terminal XXI,0.6,0.9,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.9,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,27.7,28.0,Container Ship,CONTAINER SHIPS,1197.0,14.7,2005,ANTWERP,China,54271 tons,67529 tons,294 m,32 m
Container,Container Terminal XXI,0.6,0.9,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.9,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,25.7,25.9,Container Ship,CONTAINER SHIPS,1040.0,13.5,2013,LE HAVRE,Malta,95390 tons,110853 tons,299 m,48 m
Container,Container Terminal XXI,0.8,1.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.1,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
4,Oil and Products Terminal,0.4,19.5,Fire Fighting Vessel,SUPPORTING VESSELS,1.0,4.2,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
4,Oil and Products Terminal,44.0,44.4,Oil/Chemical Tanker,WET BULK,340.0,10.0,2008,LEIXOES,Italy,17644 tons,25997 tons,169 m,25 m
1B,Multi Purpose Terminal,1.0,12.5,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.2,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
4,Oil and Products Terminal,0.5,7.9,Tug,SUPPORTING VESSELS,2.0,6.9,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
4,Oil and Products Terminal,0.4,20.1,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.4,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
Container,Container Terminal XXI,27.1,27.5,Container Ship,CONTAINER SHIPS,670.0,13.0,2006,VALENCIA,China,54193 tons,68383 tons,294 m,32 m
Container,Container Terminal XXI,9.0,9.3,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.8,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
3,Oil and Products Terminal,0.5,7.9,Tug,SUPPORTING VESSELS,2.0,6.9,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
5,Oil and Products Terminal,0.6,7.9,Tug,SUPPORTING VESSELS,2.0,6.9,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
5,Oil and Products Terminal,37.8,38.2,Oil/Chemical Tanker,WET BULK,3946.0,10.6,2015,LAGOS,Marshall Islands,29806 tons,49990 tons,183 m,32 m
5,Oil and Products Terminal,0.5,12.5,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.2,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,13.8,14.0,Container Ship,CONTAINER SHIPS,527.0,12.2,2004,AGADIR,Cyprus,7852 tons,9322 tons,140 m,22 m
Container,Container Terminal XXI,0.7,1.0,Fire Fighting Vessel,SUPPORTING VESSELS,6.0,6.6,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,0.7,1.1,Fire Fighting Vessel,SUPPORTING VESSELS,7.0,6.4,2009,SINES ANCH,Portugal,455 tons,304 tons,30 m,11 m
Container,Container Terminal XXI,27.0,27.3,Container Ship,CONTAINER SHIPS,995.0,18.1,2015,LE HAVRE,Liberia,93685 tons,104544 tons,299 m,48 m
5,Oil and Products Terminal,0.4,26.4,Tug,SUPPORTING VESSELS,2.0,4.8,1979,SINES ANCH,Portugal,249 tons,189 tons,28 m,9 m
Container,Container Terminal XXI,0.1,1.0,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,4.9,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
3,Multi Purpose Terminal,23.8,24.3,Oil Products Tanker,WET BULK,3.0,5.8,2007,LISBOA,Spain,4969 tons,6850 tons,99 m,18 m
1B,Multi Purpose Terminal,0.4,26.4,Tug,SUPPORTING VESSELS,2.0,4.8,1979,SINES ANCH,Portugal,249 tons,189 tons,28 m,9 m
1B,Multi Purpose Terminal,0.6,11.4,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,4.9,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
4,Oil and Products Terminal,0.8,11.4,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,4.9,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
4,Oil and Products Terminal,0.6,11.3,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.2,2009,SINES ANCH,Portugal,455 tons,304 tons,30 m,11 m
4,Oil and Products Terminal,0.4,26.4,Tug,SUPPORTING VESSELS,2.0,4.8,1979,SINES ANCH,Portugal,249 tons,189 tons,28 m,9 m
Container,Container Terminal XXI,12.8,13.1,Container Ship,CONTAINER SHIPS,1773.0,15.5,2007,PIRAEUS,Liberia,39906 tons,50532 tons,260 m,32 m
Container,Container Terminal XXI,10.9,11.2,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,4.5,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,5.5,5.8,Oil Products Tanker,WET BULK,3.0,7.4,2007,SINES,Spain,4969 tons,6850 tons,99 m,18 m
4,Oil and Products Terminal,0.6,14.7,Tug,SUPPORTING VESSELS,1.0,4.5,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
Container,Container Terminal XXI,12.9,13.5,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.7,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,13.1,13.4,Container Ship,CONTAINER SHIPS,1170.0,16.5,2006,THAMES,Liberia,54193 tons,68483 tons,294 m,32 m
5,Oil and Products Terminal,0.4,14.7,Tug,SUPPORTING VESSELS,1.0,4.5,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
5,Oil and Products Terminal,28.3,28.7,Oil/Chemical Tanker,WET BULK,979.0,11.2,2006,FOS SUR MER,Malta,5303 tons,8824 tons,114 m,18 m
Container,Container Terminal XXI,0.7,1.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.1,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,26.9,27.1,Container Ship,CONTAINER SHIPS,667.0,14.5,2006,VALENCIA,Panama,50963 tons,63411 tons,274 m,32 m
6,Oil and Products Terminal,12.8,13.2,Oil Products Tanker,WET BULK,1.0,7.2,2007,SINES ANCH,Spain,4969 tons,6850 tons,99 m,18 m
1B,Multi Purpose Terminal,0.5,20.5,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.0,2009,SINES ANCH,Portugal,455 tons,304 tons,30 m,11 m
1B,Multi Purpose Terminal,29.4,30.0,Bulk Carrier,DRY BULK,9928.0,12.0,2013,TIANJIN,Panama,43008 tons,81902 tons,228 m,32 m
2,Multi Purpose Terminal,0.4,20.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.5,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,32.6,32.7,Container Ship,CONTAINER SHIPS,1233.0,17.8,2019,ANTWERP,Liberia,112695 tons,128688 tons,328 m,48 m
Container,Container Terminal XXI,14.3,14.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.0,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,17.3,17.5,Container Ship,CONTAINER SHIPS,670.0,15.4,2014,VALENCIA,Malta,94402 tons,112359 tons,299 m,48 m
3,Oil and Products Terminal,0.2,17.9,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.2,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
3,Oil and Products Terminal,68.3,68.8,Oil Products Tanker,WET BULK,741.0,9.7,2006,PUERTO DE SALINETAS,United Kingdom (UK),24048 tons,38461 tons,183 m,27 m
5,Oil and Products Terminal,27.3,27.7,Oil/Chemical Tanker,WET BULK,1325.0,9.8,2019,LAVERA,Liberia,8611 tons,13499 tons,139 m,21 m
Container,Container Terminal XXI,18.4,18.7,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.2,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,15.7,15.9,Container Ship,CONTAINER SHIPS,1915.0,14.9,2004,NEMRUT,Panama,54774 tons,66786 tons,294 m,32 m
6,Oil and Products Terminal,0.4,58.4,Tug,SUPPORTING VESSELS,2.0,5.3,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
4,Oil and Products Terminal,21.7,22.0,LPG Tanker,LPG CARRIERS,269.0,10.7,2006,LEIXOES,Cyprus,2997 tons,3147 tons,95 m,15 m
3,Oil and Products Terminal,33.1,33.7,Oil/Chemical Tanker,WET BULK,485.0,9.6,2007,PORTO SANTO,Italy,13472 tons,19991 tons,149 m,23 m
3,Oil and Products Terminal,0.7,58.4,Tug,SUPPORTING VESSELS,2.0,5.3,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
6,Oil and Products Terminal,22.3,22.9,LPG Tanker,LPG CARRIERS,319.0,10.2,2012,LEIXOES,United Kingdom (UK),3728 tons,3795 tons,99 m,16 m
4,Oil and Products Terminal,0.5,65.4,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.5,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
4,Oil and Products Terminal,0.7,4.1,Tug,SUPPORTING VESSELS,2.0,5.9,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
4,Oil and Products Terminal,78.0,78.4,Oil Products Tanker,WET BULK,838.0,8.1,2006,BORDEAUX,United Kingdom (UK),24048 tons,38492 tons,183 m,27 m
2,Multi Purpose Terminal,0.7,18.0,Tug,SUPPORTING VESSELS,4.0,8.7,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
7,Oil and Products Terminal,19.2,19.7,Oil/Chemical Tanker,WET BULK,4.0,7.0,2010,SINES,Liberia,5581 tons,7304 tons,101 m,19 m
Container,Container Terminal XXI,6.3,6.5,Oil Products Tanker,WET BULK,4.0,7.1,2007,LISBOA,Spain,4969 tons,6850 tons,99 m,18 m
Container,Container Terminal XXI,12.8,13.0,Container Ship,CONTAINER SHIPS,280.0,14.1,2005,ALGECIRAS,Marshall Islands,90449 tons,100887 tons,333 m,42 m
5,Oil and Products Terminal,0.2,18.0,Tug,SUPPORTING VESSELS,4.0,8.7,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
Container,Container Terminal XXI,15.7,16.2,Oil/Chemical Tanker,WET BULK,4.0,6.9,2010,SINES,Liberia,5581 tons,7304 tons,101 m,19 m
7,Oil and Products Terminal,6.5,6.9,Oil Products Tanker,WET BULK,63.0,9.6,2007,LISBOA,Spain,4969 tons,6850 tons,99 m,18 m
6,Oil and Products Terminal,0.3,6.4,Tug,SUPPORTING VESSELS,1.0,7.9,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
2,Oil and Products Terminal,0.4,6.4,Tug,SUPPORTING VESSELS,1.0,7.9,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
2,Oil and Products Terminal,1.1,32.4,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.7,2009,SINES ANCH,Portugal,455 tons,304 tons,30 m,11 m
6,Oil and Products Terminal,19.4,19.8,LPG Tanker,LPG CARRIERS,597.0,8.0,2004,ARRECIFE,Portugal,2708 tons,3090 tons,74 m,14 m
1,Oil and Products Terminal,0.3,6.4,Tug,SUPPORTING VESSELS,1.0,7.9,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
4,Oil and Products Terminal,0.4,6.4,Tug,SUPPORTING VESSELS,1.0,7.9,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
2,Multi Purpose Terminal,0.3,6.4,Tug,SUPPORTING VESSELS,1.0,7.9,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
Container,Container Terminal XXI,23.4,23.9,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,6.4,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,31.8,32.2,Container Ship,CONTAINER SHIPS,10139.0,17.5,2005,MUNDRA,Panama,94489 tons,114108 tons,331 m,43 m
Container,Container Terminal XXI,18.0,18.2,Container Ship,CONTAINER SHIPS,1274.0,12.1,2019,ANTWERP,Liberia,112695 tons,128432 tons,328 m,48 m
Container,Container Terminal XXI,2.0,2.4,Fire Fighting Vessel,SUPPORTING VESSELS,6.0,6.0,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
3,Oil and Products Terminal,0.3,32.4,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.7,2009,SINES ANCH,Portugal,455 tons,304 tons,30 m,11 m
3,Oil and Products Terminal,0.6,6.0,Tug,SUPPORTING VESSELS,1.0,5.5,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
3,Oil and Products Terminal,45.6,45.9,Oil/Chemical Tanker,WET BULK,240.0,9.8,2008,LEIXOES,Sweden,13798 tons,19999 tons,155 m,23 m
7,Oil and Products Terminal,0.5,63.6,Tug,SUPPORTING VESSELS,1.0,5.3,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
7,Oil and Products Terminal,15.9,16.3,Oil/Chemical Tanker,WET BULK,4.0,6.4,2010,SINES,Liberia,5581 tons,7304 tons,101 m,19 m
Container,Container Terminal XXI,6.1,6.4,Oil/Chemical Tanker,WET BULK,4.0,5.9,2010,SINES,Liberia,5581 tons,7304 tons,101 m,19 m
6,Oil and Products Terminal,0.2,63.6,Tug,SUPPORTING VESSELS,1.0,5.3,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
6,Oil and Products Terminal,19.1,19.5,LPG Tanker,LPG CARRIERS,62.0,10.9,2014,TRAFARIA,Singapore,4292 tons,5011 tons,99 m,17 m
Container,Container Terminal XXI,0.3,0.6,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,4.8,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,21.2,21.5,"Inland, Unknown",DRY BREAKBULK,1868.0,9.1,2002,DAKAR,Marshall Islands,27839 tons,37420 tons,185 m,29 m
Container,Container Terminal XXI,0.1,0.4,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.8,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,5.6,5.9,Container Ship,CONTAINER SHIPS,478.0,11.1,2005,AGADIR,Portugal,9962 tons,11416 tons,134 m,22 m
7,Oil and Products Terminal,0.2,63.6,Tug,SUPPORTING VESSELS,1.0,5.3,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
7,Oil and Products Terminal,8.5,9.0,Oil/Chemical Tanker,WET BULK,4.0,6.2,2010,LEIXOES,Liberia,5581 tons,7304 tons,101 m,19 m
Container,Container Terminal XXI,1.2,1.6,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,4.9,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,18.8,19.1,General Cargo,DRY BREAKBULK,296.0,11.2,2006,CASABLANCA,Lithuania,9957 tons,13733 tons,147 m,23 m
5,Oil and Products Terminal,0.7,63.6,Tug,SUPPORTING VESSELS,1.0,5.3,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
5,Oil and Products Terminal,0.2,21.3,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.1,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
5,Oil and Products Terminal,36.2,36.6,Oil/Chemical Tanker,WET BULK,73.0,6.5,2008,SINES,Italy,17644 tons,25997 tons,169 m,25 m
5,Oil and Products Terminal,0.2,2.2,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.0,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
Container,Container Terminal XXI,2.3,2.4,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.9,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
2,Oil and Products Terminal,1.1,105.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.4,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
2,Oil and Products Terminal,1.4,2.2,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.0,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
2,Oil and Products Terminal,35.3,35.7,Crude Oil Tanker,WET BULK,551.0,11.1,2012,ARZEW,Marshall Islands,81346 tons,159018 tons,274 m,48 m
Container,Container Terminal XXI,4.5,4.7,Oil/Chemical Tanker,WET BULK,4.0,7.9,2010,SINES,Liberia,5581 tons,7304 tons,101 m,19 m
Container,Container Terminal XXI,0.4,0.8,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.2,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,12.9,13.2,Container Ship,CONTAINER SHIPS,1305.0,14.0,2005,ANTWERP,Liberia,54771 tons,66799 tons,294 m,32 m
Container,Container Terminal XXI,12.0,12.2,Container Ship,CONTAINER SHIPS,1939.0,15.9,2004,NEMRUT,Panama,54304 tons,68599 tons,294 m,32 m
7,Oil and Products Terminal,9.0,31.5,Oil Products Tanker,WET BULK,5.0,0.0,2007,SINES,Spain,4969 tons,6850 tons,99 m,18 m
2,Oil and Products Terminal,0.8,44.5,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,7.2,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
6,Oil and Products Terminal,20.1,20.5,LPG Tanker,LPG CARRIERS,247.0,10.7,2006,LEIXOES,Cyprus,2997 tons,3147 tons,95 m,15 m
Container,Container Terminal XXI,0.7,0.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.6,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
1A,Multi Purpose Terminal,0.2,63.6,Tug,SUPPORTING VESSELS,1.0,5.3,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
1A,Multi Purpose Terminal,31.7,32.3,Oil/Chemical Tanker,WET BULK,4.0,6.4,2010,LEIXOES,Liberia,5581 tons,7304 tons,101 m,19 m
1A,Multi Purpose Terminal,0.3,0.5,Oil Products Tanker,WET BULK,44.0,10.0,2007,SETUBAL,Spain,4969 tons,6850 tons,99 m,18 m
3,Oil and Products Terminal,0.1,5.9,Tug,SUPPORTING VESSELS,1.0,7.5,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
4,Oil and Products Terminal,0.4,44.5,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,7.2,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
4,Oil and Products Terminal,0.7,5.9,Tug,SUPPORTING VESSELS,1.0,7.5,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
4,Oil and Products Terminal,77.8,78.1,Oil/Chemical Tanker,WET BULK,3129.0,12.2,2007,LAGOS,Liberia,30068 tons,51268 tons,183 m,32 m
2,Oil and Products Terminal,2.1,2.5,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.6,2009,SINES ANCH,Portugal,455 tons,304 tons,30 m,11 m
2,Oil and Products Terminal,0.7,47.4,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.9,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
2,Oil and Products Terminal,27.7,28.1,Crude Oil Tanker,WET BULK,729.0,10.6,2009,BILBAO,Bahamas,83545 tons,156853 tons,274 m,48 m
2,Oil and Products Terminal,1.7,2.5,Tug,SUPPORTING VESSELS,6.0,7.2,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
5,Oil and Products Terminal,0.4,2.5,Tug,SUPPORTING VESSELS,6.0,7.2,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
5,Oil and Products Terminal,24.4,25.0,Oil/Chemical Tanker,WET BULK,524.0,6.5,2007,CARTAGENA,Malta,6953 tons,11674 tons,119 m,20 m
Container,Container Terminal XXI,0.5,0.7,Tug,SUPPORTING VESSELS,3.0,6.8,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
Container,Container Terminal XXI,6.5,6.7,Oil/Chemical Tanker,WET BULK,4.0,6.4,2010,SINES,Liberia,5581 tons,7304 tons,101 m,19 m
Container,Container Terminal XXI,12.4,12.8,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.3,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,12.5,12.7,Container Ship,CONTAINER SHIPS,281.0,10.4,2006,ALGECIRAS,Panama,73934 tons,81250 tons,304 m,40 m
Container,Container Terminal XXI,1.4,1.7,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,6.3,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,11.8,12.0,Container Ship,CONTAINER SHIPS,670.0,16.5,2006,VALENCIA,Liberia,54193 tons,68483 tons,294 m,32 m
2,Multi Purpose Terminal,0.2,89.4,Tug,SUPPORTING VESSELS,2.0,6.7,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
3,Oil and Products Terminal,0.4,15.1,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.4,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
3,Oil and Products Terminal,0.5,89.4,Tug,SUPPORTING VESSELS,2.0,6.7,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
3,Oil and Products Terminal,19.4,19.8,Oil/Chemical Tanker,WET BULK,460.0,9.1,2008,LEIXOES,Italy,17644 tons,25997 tons,169 m,25 m
Container,Container Terminal XXI,0.4,0.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.7,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
3,Oil and Products Terminal,0.4,89.4,Tug,SUPPORTING VESSELS,2.0,6.7,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
1B,Multi Purpose Terminal,9.9,10.8,Oil/Chemical Tanker,WET BULK,125.0,9.3,2010,LEIXOES,Liberia,5581 tons,7304 tons,101 m,19 m
Sines LNG,REN Atlantico Terminal LNG,0.3,89.4,Tug,SUPPORTING VESSELS,2.0,6.7,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
Container,Container Terminal XXI,96.4,96.7,Container Ship,CONTAINER SHIPS,311.0,10.7,1992,VIGO,Panama,30567 tons,31160 tons,202 m,31 m
1B,Multi Purpose Terminal,12.7,13.1,Container Ship,CONTAINER SHIPS,3.0,9.1,1997,SINES,Palau,5941 tons,7900 tons,132 m,19 m
